"booking_id","guest_id","listing_id","booking_status_id","checkindate","checkoutdate","no_of_days","booking_date"
410,410,410,2,"2023-12-10","2023-12-16",6,"2023-11-24"
411,411,411,2,"2023-04-08","2023-04-09",1,"2023-03-26"
412,412,412,1,"2023-06-13","2023-06-15",2,"2023-06-04"
413,413,413,1,"2023-09-22","2023-09-26",4,"2023-09-21"
414,414,414,1,"2023-09-01","2023-09-09",8,"2023-08-30"
415,415,415,1,"2023-07-11","2023-07-16",5,"2023-07-03"
416,416,416,2,"2023-05-17","2023-05-30",13,"2023-05-16"
417,417,417,2,"2023-12-09","2023-12-18",9,"2023-11-24"
418,418,418,2,"2023-11-23","2023-11-25",2,"2023-11-03"
419,419,419,1,"2024-02-12","2024-02-17",5,"2024-01-18"
420,420,420,1,"2024-01-01","2024-01-14",13,"2023-12-23"
421,421,421,1,"2023-06-10","2023-06-19",9,"2023-05-13"
422,422,422,1,"2023-08-10","2023-08-21",11,"2023-07-29"
423,423,423,2,"2023-11-17","2023-11-19",2,"2023-11-14"
424,424,424,2,"2024-02-06","2024-02-20",14,"2024-01-08"
425,425,425,3,"2023-07-19","2023-07-28",9,"2023-06-27"
426,426,426,1,"2024-01-09","2024-01-19",10,"2023-12-13"
427,427,427,1,"2023-04-20","2023-05-01",11,"2023-04-03"
428,428,428,3,"2023-09-08","2023-09-22",14,"2023-09-07"
429,429,429,3,"2023-03-07","2023-03-15",8,"2023-02-13"
430,430,430,2,"2023-04-20","2023-04-29",9,"2023-04-06"
431,431,431,3,"2023-11-02","2023-11-03",1,"2023-10-12"
432,432,432,1,"2023-08-24","2023-08-28",4,"2023-08-12"
433,433,433,1,"2023-08-31","2023-09-05",5,"2023-08-13"
434,434,434,3,"2023-07-17","2023-07-21",4,"2023-07-11"
435,435,435,1,"2024-01-23","2024-01-26",3,"2023-12-26"
436,436,436,2,"2023-02-19","2023-03-03",12,"2023-02-07"
437,437,437,1,"2023-12-11","2023-12-14",3,"2023-11-24"
438,438,438,2,"2024-01-17","2024-01-28",11,"2024-01-08"
439,439,439,1,"2023-11-22","2023-11-28",6,"2023-11-07"
440,440,440,2,"2023-08-20","2023-08-27",7,"2023-08-05"
441,441,441,2,"2023-04-01","2023-04-04",3,"2023-03-09"
442,442,442,2,"2023-03-09","2023-03-18",9,"2023-03-09"
443,443,443,2,"2023-07-29","2023-08-09",11,"2023-07-21"
444,444,444,3,"2023-09-28","2023-10-06",8,"2023-09-14"
445,445,445,1,"2023-09-16","2023-09-20",4,"2023-09-16"
446,446,446,1,"2023-07-19","2023-08-01",13,"2023-07-01"
447,447,447,2,"2024-01-16","2024-01-21",5,"2024-01-12"
448,448,448,2,"2023-07-10","2023-07-19",9,"2023-06-11"
449,449,449,3,"2023-06-27","2023-07-08",11,"2023-06-05"
450,450,450,1,"2023-08-28","2023-08-30",2,"2023-08-13"
451,451,451,3,"2023-09-06","2023-09-11",5,"2023-08-10"
452,452,452,2,"2023-09-17","2023-09-22",5,"2023-09-09"
453,453,453,1,"2023-07-25","2023-08-08",14,"2023-07-19"
454,454,454,3,"2023-08-05","2023-08-14",9,"2023-07-18"
455,455,455,3,"2023-04-21","2023-05-03",12,"2023-04-21"
456,456,456,3,"2023-03-10","2023-03-15",5,"2023-02-15"
457,457,457,3,"2023-12-28","2024-01-05",8,"2023-12-07"
458,458,458,2,"2023-05-20","2023-05-30",10,"2023-05-16"
459,459,459,3,"2023-11-18","2023-11-21",3,"2023-10-23"
460,460,460,1,"2023-03-27","2023-04-09",13,"2023-03-07"
461,461,461,1,"2023-05-08","2023-05-12",4,"2023-04-29"
462,462,462,2,"2023-08-23","2023-08-31",8,"2023-07-25"
463,463,463,1,"2023-07-02","2023-07-07",5,"2023-06-27"
464,464,464,3,"2023-11-06","2023-11-16",10,"2023-10-19"
465,465,465,2,"2023-12-05","2023-12-13",8,"2023-11-28"
466,466,466,1,"2023-03-18","2023-03-24",6,"2023-03-17"
467,467,467,1,"2023-07-12","2023-07-21",9,"2023-07-04"
468,468,468,3,"2023-07-17","2023-07-21",4,"2023-06-17"
469,469,469,1,"2024-01-02","2024-01-14",12,"2023-12-04"
470,470,470,3,"2023-04-10","2023-04-16",6,"2023-03-27"
471,471,471,3,"2023-04-05","2023-04-12",7,"2023-04-03"
472,472,472,1,"2023-08-10","2023-08-18",8,"2023-07-12"
473,473,473,1,"2023-08-02","2023-08-06",4,"2023-07-08"
474,474,474,3,"2023-09-08","2023-09-13",5,"2023-08-10"
475,475,475,3,"2023-10-10","2023-10-21",11,"2023-09-18"
476,476,476,2,"2023-09-14","2023-09-18",4,"2023-08-25"
477,477,477,2,"2023-05-30","2023-06-13",14,"2023-05-08"
478,478,478,3,"2023-08-18","2023-09-01",14,"2023-07-21"
479,479,479,3,"2023-07-05","2023-07-11",6,"2023-07-01"
480,480,480,1,"2023-12-18","2023-12-27",9,"2023-12-12"
481,481,481,1,"2023-07-08","2023-07-10",2,"2023-06-26"
482,482,482,1,"2023-09-14","2023-09-18",4,"2023-09-08"
483,483,483,1,"2023-11-06","2023-11-08",2,"2023-10-14"
484,484,484,1,"2023-07-17","2023-07-30",13,"2023-07-03"
485,485,485,2,"2023-06-03","2023-06-11",8,"2023-05-23"
486,486,486,1,"2023-10-26","2023-10-28",2,"2023-09-26"
487,487,487,3,"2023-09-21","2023-10-04",13,"2023-08-29"
488,488,488,1,"2023-10-11","2023-10-15",4,"2023-09-30"
489,489,489,3,"2024-02-10","2024-02-12",2,"2024-02-05"
490,490,490,1,"2023-06-07","2023-06-18",11,"2023-06-04"
491,491,491,1,"2024-02-20","2024-02-25",5,"2024-02-20"
492,492,492,1,"2023-03-14","2023-03-16",2,"2023-03-04"
493,493,493,3,"2023-10-17","2023-10-21",4,"2023-10-07"
494,494,494,2,"2023-02-24","2023-03-10",14,"2023-02-23"
495,495,495,2,"2023-10-03","2023-10-14",11,"2023-09-13"
496,496,496,1,"2023-10-09","2023-10-12",3,"2023-09-30"
497,497,497,1,"2023-05-08","2023-05-19",11,"2023-04-18"
498,498,498,1,"2023-07-21","2023-07-22",1,"2023-07-03"
499,499,499,1,"2023-08-03","2023-08-14",11,"2023-07-16"
500,500,500,1,"2023-11-17","2023-11-21",4,"2023-11-01"
501,501,501,3,"2023-04-17","2023-04-24",7,"2023-04-12"
502,502,502,3,"2023-08-04","2023-08-11",7,"2023-07-11"
503,503,503,2,"2023-11-23","2023-12-06",13,"2023-11-08"
504,504,504,2,"2023-12-21","2024-01-04",14,"2023-12-01"
505,505,505,1,"2024-01-29","2024-01-30",1,"2024-01-04"
506,506,506,1,"2023-06-27","2023-06-28",1,"2023-06-10"
507,507,507,2,"2023-10-03","2023-10-16",13,"2023-10-03"
508,508,508,1,"2023-07-01","2023-07-09",8,"2023-06-17"
509,509,509,1,"2023-07-14","2023-07-25",11,"2023-07-09"
510,510,510,3,"2023-10-15","2023-10-17",2,"2023-09-20"
511,511,511,1,"2023-07-09","2023-07-22",13,"2023-06-21"
512,512,512,2,"2023-07-07","2023-07-20",13,"2023-07-05"
513,513,513,2,"2023-02-22","2023-02-28",6,"2023-02-01"
514,514,514,2,"2023-03-19","2023-03-28",9,"2023-02-26"
515,515,515,3,"2024-01-11","2024-01-14",3,"2023-12-24"
516,516,516,3,"2023-06-24","2023-07-04",10,"2023-06-04"
517,517,517,3,"2023-05-06","2023-05-20",14,"2023-05-05"
518,518,518,1,"2023-06-22","2023-06-27",5,"2023-06-08"
519,519,519,2,"2023-11-26","2023-12-06",10,"2023-11-21"
520,520,520,1,"2023-12-24","2024-01-02",9,"2023-11-27"
521,521,521,3,"2023-08-21","2023-08-27",6,"2023-08-02"
522,522,522,2,"2023-05-08","2023-05-09",1,"2023-04-23"
523,523,523,1,"2023-11-03","2023-11-10",7,"2023-10-13"
524,524,524,1,"2023-09-18","2023-09-21",3,"2023-08-25"
525,525,525,3,"2023-03-17","2023-03-25",8,"2023-02-21"
526,526,526,3,"2023-03-04","2023-03-13",9,"2023-02-26"
527,527,527,1,"2024-01-15","2024-01-21",6,"2024-01-07"
528,528,528,1,"2023-11-04","2023-11-18",14,"2023-10-14"
529,529,529,2,"2023-05-02","2023-05-07",5,"2023-04-18"
530,530,530,1,"2023-05-14","2023-05-27",13,"2023-05-14"
531,531,531,2,"2023-06-14","2023-06-25",11,"2023-05-24"
532,532,532,3,"2023-12-11","2023-12-24",13,"2023-11-17"
533,533,533,2,"2024-01-19","2024-02-02",14,"2024-01-14"
534,534,534,2,"2023-02-19","2023-02-25",6,"2023-01-24"
535,535,535,1,"2023-07-15","2023-07-16",1,"2023-06-27"
536,536,536,1,"2023-10-26","2023-11-01",6,"2023-10-20"
537,537,537,2,"2023-03-26","2023-04-05",10,"2023-03-14"
538,538,538,3,"2023-11-07","2023-11-18",11,"2023-10-28"
539,539,539,1,"2023-04-10","2023-04-19",9,"2023-04-03"
540,540,540,3,"2023-03-10","2023-03-21",11,"2023-02-11"
541,541,541,2,"2023-03-26","2023-04-02",7,"2023-03-11"
542,542,542,2,"2023-11-20","2023-11-26",6,"2023-11-04"
543,543,543,2,"2023-04-27","2023-05-11",14,"2023-04-16"
544,544,544,1,"2023-08-20","2023-09-02",13,"2023-08-12"
545,545,545,2,"2023-07-01","2023-07-03",2,"2023-06-10"
546,546,546,1,"2023-04-25","2023-05-04",9,"2023-04-07"
547,547,547,1,"2023-07-31","2023-08-08",8,"2023-07-27"
548,548,548,3,"2023-04-25","2023-05-01",6,"2023-04-06"
549,549,549,3,"2023-12-10","2023-12-20",10,"2023-11-15"
550,550,550,3,"2023-07-13","2023-07-15",2,"2023-06-19"
551,551,551,3,"2023-06-21","2023-06-26",5,"2023-06-12"
552,552,552,2,"2023-11-16","2023-11-23",7,"2023-10-28"
553,553,553,1,"2024-02-20","2024-02-25",5,"2024-02-16"
554,554,554,2,"2023-03-16","2023-03-23",7,"2023-02-26"
555,555,555,2,"2023-05-13","2023-05-19",6,"2023-05-05"
556,556,556,3,"2023-03-19","2023-03-26",7,"2023-03-11"
557,557,557,2,"2023-06-06","2023-06-13",7,"2023-05-11"
558,558,558,2,"2023-09-21","2023-09-27",6,"2023-09-01"
559,559,559,3,"2024-01-01","2024-01-13",12,"2023-12-15"
560,560,560,3,"2023-12-02","2023-12-14",12,"2023-12-02"
561,561,561,2,"2023-11-06","2023-11-16",10,"2023-10-25"
562,562,562,2,"2023-04-10","2023-04-16",6,"2023-03-30"
563,563,563,3,"2023-03-14","2023-03-19",5,"2023-03-09"
564,564,564,2,"2023-02-24","2023-02-25",1,"2023-02-12"
565,565,565,3,"2023-06-08","2023-06-12",4,"2023-05-22"
566,566,566,2,"2023-07-23","2023-07-28",5,"2023-06-27"
567,567,567,1,"2023-12-29","2024-01-02",4,"2023-12-10"
568,568,568,3,"2023-08-15","2023-08-29",14,"2023-07-25"
569,569,569,3,"2023-09-13","2023-09-27",14,"2023-09-10"
570,570,570,3,"2023-04-26","2023-05-06",10,"2023-03-28"
571,571,571,2,"2023-11-25","2023-12-08",13,"2023-10-26"
572,572,572,3,"2023-12-01","2023-12-09",8,"2023-11-02"
573,573,573,2,"2023-11-26","2023-12-10",14,"2023-10-29"
574,574,574,2,"2023-12-19","2023-12-25",6,"2023-12-07"
575,575,575,3,"2023-04-11","2023-04-14",3,"2023-04-02"
576,576,576,2,"2023-09-11","2023-09-21",10,"2023-08-27"
577,577,577,2,"2023-08-17","2023-08-31",14,"2023-07-29"
578,578,578,2,"2023-11-16","2023-11-25",9,"2023-10-30"
579,579,579,1,"2023-07-12","2023-07-26",14,"2023-06-29"
580,580,580,3,"2023-02-24","2023-03-09",13,"2023-02-09"
581,581,581,2,"2023-09-08","2023-09-09",1,"2023-08-18"
582,582,582,1,"2023-03-14","2023-03-19",5,"2023-02-19"
583,583,583,1,"2023-07-16","2023-07-26",10,"2023-07-03"
584,584,584,2,"2023-11-02","2023-11-13",11,"2023-11-02"
585,585,585,3,"2023-10-22","2023-10-24",2,"2023-09-27"
586,586,586,1,"2023-10-02","2023-10-09",7,"2023-09-09"
587,587,587,2,"2023-11-18","2023-11-26",8,"2023-10-26"
588,588,588,1,"2023-12-04","2023-12-16",12,"2023-11-11"
589,589,589,3,"2023-05-30","2023-05-31",1,"2023-05-06"
590,590,590,3,"2023-09-26","2023-10-07",11,"2023-09-05"
591,591,591,1,"2023-09-21","2023-09-29",8,"2023-09-09"
592,592,592,3,"2023-12-18","2023-12-25",7,"2023-11-20"
593,593,593,1,"2024-01-29","2024-02-03",5,"2024-01-12"
594,594,594,3,"2023-08-27","2023-09-05",9,"2023-08-15"
595,595,595,2,"2023-12-19","2023-12-24",5,"2023-12-06"
596,596,596,2,"2023-08-06","2023-08-20",14,"2023-07-13"
597,597,597,2,"2023-12-14","2023-12-16",2,"2023-12-10"
598,598,598,1,"2023-11-03","2023-11-12",9,"2023-10-25"
599,599,599,2,"2023-05-05","2023-05-14",9,"2023-04-27"
600,600,600,2,"2023-02-20","2023-03-06",14,"2023-01-21"
601,601,601,2,"2023-12-31","2024-01-07",7,"2023-12-30"
602,602,602,1,"2023-06-08","2023-06-22",14,"2023-05-31"
603,603,603,1,"2023-04-16","2023-04-20",4,"2023-04-13"
604,604,604,3,"2023-06-15","2023-06-22",7,"2023-06-12"
605,605,605,1,"2023-09-07","2023-09-08",1,"2023-08-09"
606,606,606,3,"2023-02-27","2023-03-11",12,"2023-02-10"
607,607,607,2,"2023-12-14","2023-12-20",6,"2023-11-18"
608,608,608,3,"2023-07-26","2023-07-30",4,"2023-07-11"
609,609,609,3,"2023-07-08","2023-07-16",8,"2023-07-01"
610,610,610,1,"2023-09-25","2023-09-26",1,"2023-09-01"
611,611,611,2,"2023-11-27","2023-12-08",11,"2023-11-09"
612,612,612,3,"2023-03-25","2023-04-04",10,"2023-02-28"
613,613,613,1,"2023-08-24","2023-09-07",14,"2023-08-02"
614,614,614,3,"2023-07-11","2023-07-16",5,"2023-07-05"
615,615,615,1,"2023-03-25","2023-04-06",12,"2023-03-05"
616,616,616,2,"2023-09-08","2023-09-14",6,"2023-09-03"
617,617,617,1,"2023-06-14","2023-06-18",4,"2023-05-26"
618,618,618,1,"2023-08-14","2023-08-21",7,"2023-07-22"
619,619,619,3,"2023-12-13","2023-12-20",7,"2023-11-14"
620,620,620,1,"2023-11-29","2023-12-02",3,"2023-11-12"
621,621,621,1,"2024-01-15","2024-01-20",5,"2023-12-20"
622,622,622,2,"2024-01-07","2024-01-21",14,"2024-01-04"
623,623,623,1,"2024-02-05","2024-02-18",13,"2024-01-17"
624,624,624,1,"2024-01-04","2024-01-17",13,"2023-12-24"
625,625,625,1,"2023-03-06","2023-03-12",6,"2023-02-05"
626,626,626,3,"2023-04-10","2023-04-21",11,"2023-04-06"
627,627,627,2,"2023-12-28","2024-01-07",10,"2023-12-03"
628,628,628,1,"2024-02-04","2024-02-09",5,"2024-01-24"
629,629,629,1,"2023-10-31","2023-11-13",13,"2023-10-07"
630,630,630,2,"2023-07-31","2023-08-07",7,"2023-07-16"
631,631,631,3,"2023-03-31","2023-04-09",9,"2023-03-25"
632,632,632,2,"2023-08-20","2023-08-30",10,"2023-08-17"
633,633,633,1,"2023-03-16","2023-03-29",13,"2023-02-26"
634,634,634,1,"2023-05-13","2023-05-27",14,"2023-05-08"
635,635,635,2,"2023-10-09","2023-10-20",11,"2023-09-13"
636,636,636,3,"2023-11-20","2023-12-04",14,"2023-10-22"
637,637,637,3,"2023-10-01","2023-10-10",9,"2023-09-23"
638,638,638,1,"2023-08-26","2023-09-09",14,"2023-08-09"
639,639,639,3,"2023-04-23","2023-04-25",2,"2023-04-20"
640,640,640,2,"2023-11-10","2023-11-13",3,"2023-11-03"
641,641,641,1,"2023-09-13","2023-09-25",12,"2023-08-27"
642,642,642,1,"2023-04-11","2023-04-18",7,"2023-04-06"
643,643,643,3,"2024-01-10","2024-01-14",4,"2023-12-16"
644,644,644,2,"2024-01-29","2024-02-08",10,"2024-01-03"
645,645,645,3,"2023-08-31","2023-09-06",6,"2023-08-13"
646,646,646,2,"2024-01-28","2024-02-06",9,"2024-01-10"
647,647,647,3,"2024-02-02","2024-02-04",2,"2024-01-25"
648,648,648,1,"2023-10-15","2023-10-24",9,"2023-10-11"
649,649,649,2,"2023-03-07","2023-03-18",11,"2023-02-20"
650,650,650,2,"2023-10-28","2023-11-02",5,"2023-10-22"
651,651,651,2,"2023-07-14","2023-07-28",14,"2023-07-05"
652,652,652,2,"2023-04-03","2023-04-09",6,"2023-03-29"
653,653,653,3,"2024-01-09","2024-01-13",4,"2024-01-03"
654,654,654,3,"2023-07-30","2023-08-08",9,"2023-07-28"
655,655,655,2,"2023-09-09","2023-09-10",1,"2023-09-07"
656,656,656,3,"2023-06-23","2023-07-05",12,"2023-06-10"
657,657,657,1,"2023-08-19","2023-08-29",10,"2023-08-04"
658,658,658,2,"2023-04-17","2023-04-28",11,"2023-03-18"
659,659,659,2,"2023-06-07","2023-06-13",6,"2023-05-24"
660,660,660,1,"2023-03-19","2023-03-20",1,"2023-03-01"
661,661,661,1,"2023-12-06","2023-12-12",6,"2023-11-17"
662,662,662,2,"2023-12-05","2023-12-10",5,"2023-11-29"
663,663,663,3,"2023-08-12","2023-08-13",1,"2023-08-05"
664,664,664,1,"2023-07-08","2023-07-14",6,"2023-07-04"
665,665,665,2,"2023-03-29","2023-03-31",2,"2023-03-21"
666,666,666,3,"2023-03-19","2023-03-25",6,"2023-02-21"
667,667,667,3,"2024-02-07","2024-02-11",4,"2024-01-25"
668,668,668,1,"2023-06-05","2023-06-11",6,"2023-05-16"
669,669,669,2,"2023-05-28","2023-06-09",12,"2023-05-23"
670,670,670,2,"2023-12-23","2023-12-31",8,"2023-12-10"
671,671,671,3,"2023-06-15","2023-06-29",14,"2023-06-04"
672,672,672,3,"2023-09-13","2023-09-25",12,"2023-08-16"
673,673,673,1,"2023-05-11","2023-05-13",2,"2023-04-27"
674,674,674,3,"2023-02-13","2023-02-26",13,"2023-02-11"
675,675,675,2,"2023-07-13","2023-07-16",3,"2023-06-28"
676,676,676,3,"2023-04-01","2023-04-10",9,"2023-03-24"
677,677,677,2,"2023-07-23","2023-08-02",10,"2023-07-11"
678,678,678,2,"2023-12-24","2023-12-30",6,"2023-12-12"
679,679,679,1,"2023-07-23","2023-08-03",11,"2023-07-09"
680,680,680,2,"2023-12-02","2023-12-10",8,"2023-11-23"
681,681,681,2,"2024-02-10","2024-02-13",3,"2024-01-27"
682,682,682,2,"2023-12-11","2023-12-25",14,"2023-11-26"
683,683,683,2,"2023-02-26","2023-03-06",8,"2023-01-27"
684,684,684,1,"2023-08-03","2023-08-17",14,"2023-07-26"
685,685,685,2,"2023-10-15","2023-10-24",9,"2023-09-22"
686,686,686,3,"2023-12-05","2023-12-17",12,"2023-12-03"
687,687,687,3,"2023-09-07","2023-09-13",6,"2023-08-13"
688,688,688,1,"2023-11-14","2023-11-25",11,"2023-11-07"
689,689,689,3,"2023-05-05","2023-05-09",4,"2023-04-16"
690,690,690,1,"2023-08-17","2023-08-31",14,"2023-08-09"
691,691,691,3,"2024-01-21","2024-02-03",13,"2024-01-06"
692,692,692,2,"2023-09-15","2023-09-17",2,"2023-08-21"
693,693,693,2,"2023-07-25","2023-07-29",4,"2023-07-16"
694,694,694,3,"2023-10-07","2023-10-12",5,"2023-09-23"
695,695,695,1,"2023-08-01","2023-08-11",10,"2023-07-20"
696,696,696,3,"2023-05-09","2023-05-12",3,"2023-04-20"
697,697,697,1,"2023-05-17","2023-05-24",7,"2023-05-04"
698,698,698,1,"2023-04-24","2023-05-08",14,"2023-04-19"
699,699,699,2,"2023-08-26","2023-09-04",9,"2023-08-16"
700,700,700,3,"2023-05-20","2023-06-01",12,"2023-05-04"
701,701,701,1,"2024-01-04","2024-01-12",8,"2023-12-16"
702,702,702,1,"2024-01-05","2024-01-14",9,"2023-12-20"
703,703,703,1,"2023-11-24","2023-12-06",12,"2023-11-12"
704,704,704,1,"2023-10-12","2023-10-26",14,"2023-10-12"
705,705,705,3,"2024-01-04","2024-01-06",2,"2023-12-05"
706,706,706,3,"2024-01-16","2024-01-24",8,"2023-12-18"
707,707,707,1,"2023-02-25","2023-03-06",9,"2023-02-03"
708,708,708,2,"2023-10-19","2023-10-21",2,"2023-10-11"
709,709,709,2,"2023-03-27","2023-04-08",12,"2023-03-03"
710,710,710,2,"2024-01-18","2024-01-19",1,"2023-12-20"
711,711,711,3,"2023-08-06","2023-08-18",12,"2023-07-31"
712,712,712,3,"2023-04-06","2023-04-16",10,"2023-04-02"
713,713,713,1,"2023-07-08","2023-07-10",2,"2023-06-13"
714,714,714,3,"2023-06-19","2023-06-22",3,"2023-06-19"
715,715,715,3,"2023-10-03","2023-10-12",9,"2023-09-19"
716,716,716,2,"2023-11-27","2023-11-28",1,"2023-11-01"
717,717,717,2,"2023-06-03","2023-06-14",11,"2023-05-11"
718,718,718,3,"2023-08-14","2023-08-23",9,"2023-08-09"
719,719,719,1,"2024-01-18","2024-01-25",7,"2024-01-13"
720,720,720,3,"2023-09-08","2023-09-18",10,"2023-09-02"
721,721,721,2,"2023-10-28","2023-11-08",11,"2023-10-19"
722,722,722,1,"2023-03-09","2023-03-16",7,"2023-02-15"
723,723,723,1,"2023-04-24","2023-04-25",1,"2023-04-11"
724,724,724,1,"2024-01-18","2024-01-27",9,"2024-01-15"
725,725,725,3,"2024-01-25","2024-02-01",7,"2023-12-27"
726,726,726,1,"2024-02-14","2024-02-15",1,"2024-01-15"
727,727,727,3,"2023-03-15","2023-03-21",6,"2023-02-13"
728,728,728,1,"2023-12-08","2023-12-14",6,"2023-11-18"
729,729,729,1,"2024-01-01","2024-01-15",14,"2023-12-28"
730,730,730,3,"2023-02-23","2023-03-08",13,"2023-02-11"
731,731,731,2,"2023-06-12","2023-06-17",5,"2023-06-08"
732,732,732,3,"2023-04-03","2023-04-17",14,"2023-03-07"
733,733,733,2,"2023-06-13","2023-06-21",8,"2023-06-12"
734,734,734,3,"2023-04-16","2023-04-28",12,"2023-04-10"
735,735,735,3,"2023-12-06","2023-12-18",12,"2023-12-04"
736,736,736,3,"2023-05-04","2023-05-11",7,"2023-04-17"
737,737,737,1,"2023-07-08","2023-07-11",3,"2023-06-16"
738,738,738,2,"2023-06-05","2023-06-08",3,"2023-05-28"
739,739,739,2,"2023-12-14","2023-12-16",2,"2023-11-23"
740,740,740,3,"2023-12-30","2024-01-10",11,"2023-12-01"
741,741,741,2,"2023-07-23","2023-07-27",4,"2023-07-07"
742,742,742,2,"2024-01-25","2024-01-30",5,"2024-01-11"
743,743,743,2,"2023-09-14","2023-09-26",12,"2023-08-27"
744,744,744,3,"2023-11-13","2023-11-22",9,"2023-10-15"
745,745,745,3,"2023-02-16","2023-02-25",9,"2023-01-18"
746,746,746,3,"2023-07-26","2023-08-08",13,"2023-06-29"
747,747,747,3,"2023-03-04","2023-03-05",1,"2023-03-02"
748,748,748,3,"2023-07-28","2023-08-02",5,"2023-07-06"
749,749,749,1,"2023-09-06","2023-09-09",3,"2023-08-23"
750,750,750,1,"2023-05-18","2023-05-19",1,"2023-04-25"
751,751,751,2,"2023-06-01","2023-06-08",7,"2023-05-14"
752,752,752,2,"2023-06-09","2023-06-18",9,"2023-05-15"
753,753,753,2,"2023-04-17","2023-04-23",6,"2023-04-12"
754,754,754,3,"2023-04-05","2023-04-08",3,"2023-03-09"
755,755,755,2,"2024-01-10","2024-01-22",12,"2023-12-21"
756,756,756,2,"2023-11-27","2023-12-08",11,"2023-11-24"
757,757,757,2,"2023-07-05","2023-07-07",2,"2023-06-05"
758,758,758,1,"2024-01-30","2024-02-06",7,"2024-01-19"
759,759,759,3,"2023-12-17","2023-12-30",13,"2023-12-01"
760,760,760,1,"2023-11-06","2023-11-08",2,"2023-10-21"
761,761,761,1,"2023-12-10","2023-12-18",8,"2023-11-10"
762,762,762,3,"2023-10-09","2023-10-19",10,"2023-09-09"
763,763,763,1,"2023-08-11","2023-08-12",1,"2023-07-12"
764,764,764,2,"2023-09-05","2023-09-15",10,"2023-08-13"
765,765,765,1,"2024-01-05","2024-01-11",6,"2024-01-05"
766,766,766,2,"2023-04-26","2023-05-02",6,"2023-04-12"
767,767,767,1,"2023-06-21","2023-07-05",14,"2023-05-24"
768,768,768,2,"2023-07-31","2023-08-11",11,"2023-07-02"
769,769,769,3,"2023-08-27","2023-09-02",6,"2023-08-24"
770,770,770,2,"2024-02-07","2024-02-17",10,"2024-01-17"
771,771,771,1,"2023-06-02","2023-06-12",10,"2023-05-19"
772,772,772,2,"2023-09-25","2023-10-04",9,"2023-09-12"
773,773,773,2,"2023-06-28","2023-06-30",2,"2023-06-06"
774,774,774,2,"2023-05-15","2023-05-20",5,"2023-04-27"
775,775,775,3,"2023-04-08","2023-04-10",2,"2023-04-08"
776,776,776,1,"2023-12-15","2023-12-25",10,"2023-11-29"
777,777,777,3,"2023-10-23","2023-11-01",9,"2023-10-14"
778,778,778,2,"2023-06-22","2023-07-06",14,"2023-05-28"
779,779,779,3,"2023-12-12","2023-12-20",8,"2023-11-29"
780,780,780,3,"2023-05-07","2023-05-10",3,"2023-04-19"
781,781,781,2,"2023-05-29","2023-06-10",12,"2023-05-27"
782,782,782,3,"2023-10-20","2023-10-21",1,"2023-10-05"
783,783,783,1,"2023-05-03","2023-05-06",3,"2023-05-02"
784,784,784,1,"2023-10-13","2023-10-27",14,"2023-09-19"
785,785,785,1,"2023-12-01","2023-12-05",4,"2023-11-06"
786,786,786,2,"2023-04-03","2023-04-10",7,"2023-03-16"
787,787,787,1,"2023-03-25","2023-03-29",4,"2023-03-21"
788,788,788,1,"2024-01-02","2024-01-13",11,"2023-12-03"
789,789,789,2,"2023-12-27","2024-01-01",5,"2023-12-11"
790,790,790,1,"2023-06-18","2023-06-22",4,"2023-05-26"
791,791,791,2,"2023-04-23","2023-05-05",12,"2023-04-02"
792,792,792,3,"2023-05-25","2023-06-02",8,"2023-04-28"
793,793,793,1,"2023-07-02","2023-07-14",12,"2023-06-22"
794,794,794,1,"2023-05-19","2023-05-21",2,"2023-05-03"
795,795,795,1,"2023-05-30","2023-06-10",11,"2023-05-12"
796,796,796,3,"2023-12-10","2023-12-12",2,"2023-12-05"
797,797,797,2,"2023-10-06","2023-10-11",5,"2023-10-04"
798,798,798,3,"2023-03-18","2023-03-22",4,"2023-02-16"
799,799,799,1,"2023-07-03","2023-07-14",11,"2023-06-08"
800,800,800,1,"2023-08-04","2023-08-15",11,"2023-07-22"
801,801,801,1,"2023-04-23","2023-04-25",2,"2023-04-17"
802,802,802,1,"2023-12-31","2024-01-11",11,"2023-12-31"
803,803,803,2,"2023-12-06","2023-12-18",12,"2023-11-16"
